标题,评分,品牌,产地,茶类,详情链接,id,荐指数,总评,茶语排行,茶语分类排行,综合评分排行,热搜排行
[顶峰茶业]特级九曲红梅（2014）,7.8,顶峰茶业,浙江,红茶>其他,https://chaping.chayu.com/tea/718,718,2,干茶：此款茶条索卷曲似鱼钩，匀齐一致;色乌黑，光泽度一般，净度好。汤色：汤色红艳，金圈明显，看起来比较厚实。气味：带松烟香，高扬馥郁，只是到第三泡开始减弱。滋味：每一泡茶汤都很醇，入口很饱满，回甘特别明显。：颜色呈铁锈色，亮泽度好，一朵朵叶片很规整，无杂质，叶质稍有些硬。,3624,653,3524,4239
[茗策]特级奇兰（2017）,7.8,茗策,福建,乌龙>其他,https://chaping.chayu.com/tea/4046,4046,2,"不耐泡的奇兰。
本款茶叶焙火算是中足火，香气以高火香和蜜香为主，但是香不持久，略带焦味，最后粗老闷味凸显。茶汤比较水，滋味没有很好地融于汤。滋味前几泡虽然苦涩感强，但是汤感不浓，不协调不饱满。有回甘，回甘生津都比较弱。汤中有香，但是饮后口中无余味。不耐泡。",3624,513,3175,1712
[龙珠茶]龙珠茶（2017）,7.8,龙珠茶,重庆,绿茶>其他,https://chaping.chayu.com/tea/3542,3542,2,这款龙珠茶香气比较有特色，整体风格清鲜，干果香、鲜香、花香复合，茶汤有甜度和鲜爽感。但是原料较为粗大，加工时爆点明显，叶底带有闷酸等缺陷。,3624,716,3649,406
[大明山]金萱乌龙（2016）,7.8,大明山,广西,乌龙>其他,https://chaping.chayu.com/tea/2522,2522,2,"一款整体还可以喝的金萱乌龙。
干茶香气上整体还是有红茶的感觉，带有淡淡兰花香，但同时也有不愉悦的粗青气存在，开汤后，整体香气还是以兰花香为主，但整体香气不扬，饱满馥郁程度都比较一般，茶汤入口甜，刺激感不强，稍有厚度，饮后有回甘，但不持久，有生津，喉头略有燥感。
协调性尚好，耐泡度一般。",3624,513,2591,1101
[一品堂]一品佳韵（2016）,7.8,一品堂,云南,普洱>熟茶,https://chaping.chayu.com/tea/3034,3034,2,这是一款用料一般，工艺有瑕疵的熟普。香气以木质香为主，茶汤中有明显杂味，虽冲泡到中段时杂味消散，但已影响了这款茶的品饮感受。干茶条索尚清晰，偶见金毫，梗及粗老叶片较多，压制较紧。叶底颜色不均，叶片完整度欠缺，粗梗较多，活性较差。,3624,779,2938,1600
[泾渭茯茶] 经典茯方（2014）,7.8,泾渭茯茶,陕西,黑茶>其他,https://chaping.chayu.com/tea/1758,1758,2,"一款品质一般的茯茶。
做工上有点缺陷，渥堆稍过度。香气中有明显的堆味，有甜香，香气持久度一般。滋味醇厚，内质丰富，茶汤里有堆味，较苦，有回甘。
整体协调度一般，较耐泡。",3624,239,3175,3260
[汉家刘氏]襄阳高香黑茯砖（2013年）,7.8,汉家刘氏,湖南,黑茶,https://chaping.chayu.com/tea/223,223,2,干茶：乌黑，洁净，光,3624,239,3175,2595
[大益]勐宋沱茶（2011）,7.8,大益,云南,普洱>生茶,https://chaping.chayu.com/tea/480,480,2,干茶：干茶色泽褐黄较,3624,779,4138,2913
[鼎星堂]白毫银针（2017）,7.8,鼎星堂,福建,白茶>白毫银针,https://chaping.chayu.com/tea/3809,3809,2,"表现较差的白茶。
香气低弱，有明显青气，喝起来像有不舒服的生豆浆气。
茶汤滋味淡，有明显的苦涩感，且苦涩感不易化开，基本无回甘生津。",3624,261,3175,1294
[大益]甲级沱茶（2011）,7.8,大益,云南,普洱>生茶,https://chaping.chayu.com/tea/485,485,2,干茶：沱形周正，条索大小不一，松紧适度，色泽褐黄，缺乏油,3624,779,3524,3158
[LingsFabulous]白珍珠白茶（2016）,7.8,LingsFabulous,国外,白茶>其它,https://chaping.chayu.com/tea/3818,3818,2,"一款香气稍闷，滋味有甜的白茶。
茶汤整体入口微甜，滋味平淡，涩味比较明显，化开较慢，茶汤厚度较弱，饮后无回生津，茶汤香气比较奇特，有闷黄豆的气味，整体品质一般。",3624,261,2938,1088
[泾砖]泾阳茯茶(2013),7.8,泾砖,陕西,黑茶>其他,https://chaping.chayu.com/tea/1771,1771,2,一款品质一般的茯茶，做工上有缺陷，时处理不当。香气中有明显焦烟味，微微透出堆味，香气不持久，汤质较浓稠，仍带有烟味，稍，有回甘。整体协调度一般，不耐泡。,3624,239,3649,3343
[石牌茶业]金萱红茶（2016）,7.8,石牌茶业,广东,红茶>其他,https://chaping.chayu.com/tea/2796,2796,2,虽叫金萱红茶，却没有金萱茶的影子，香气似蜜糖香，清冽悠长，滋味尚甘醇，不过耐泡度稍差。,3624,653,3373,4197
[韵虹]凤凰蜜兰香（2016）,7.8,韵虹,广东,乌龙>其他,https://chaping.chayu.com/tea/2799,2799,2,"品种香明显的一款乌龙茶。
干茶较为匀净，带蜜香，香气高。滋味醇和，顺滑甘甜，杏仁香、明显并带火功香并存。适于一些新茶客，清晰高扬的香气容易引起茶客的兴趣。",3624,513,3175,4176
[周顺来]顺来绿茶（2016）,7.8,周顺来,广西,绿茶>其他,https://chaping.chayu.com/tea/2288,2288,2,一款香气清香，滋味甘甜，整体表现较柔和的绿茶，香气滋味不持久，不耐泡。,3624,716,3649,1075
[绿杨春]魁龙珠,7.8,绿杨春,江苏,花茶>其他,https://chaping.chayu.com/tea/1265,1265,2,整体品质欠佳的一款花茶，由龙井、珠兰和魁尖拼配而成。但是其龙井用料较为粗老，工艺有一定缺陷，外形欠佳，枯黄、不,3624,171,3524,2449
[龙都]龙都香茗（2016）,7.8,龙都,四川,花茶>茉莉花茶,https://chaping.chayu.com/tea/2293,2293,2,"一款有明显缺点的花茶。
原料较粗老，干茶色泽暗绿发枯，断碎较多。茉莉花香中透着兰花香，中后期茶叶的粗老气出现而且很明显。滋味平和，较淡薄，略苦，化得慢。茶汤中能隐隐喝到茉莉花香。
",3624,171,2938,971
[宋聘号]易武早春普洱紧压茶（2012）,7.8,宋聘号,云南,普洱>熟茶,https://chaping.chayu.com/tea/503,503,2,干茶：茶饼松紧度适中，条索尚紧结，肥硕，金毫稍显，乌黑色，稍带梗，欠乌,3624,779,2938,3278
[中茶]古丈毛尖（2017）,7.7,中茶,湖南,绿茶>信阳毛尖,https://chaping.chayu.com/tea/3587,3587,2,"这是一款青草气明显且滋味寡淡的绿茶。
这款茶从干茶就不讨喜，茶条长短颜色不一，匀整度较差。香气低淡，青草气明显；滋味平淡，略有生津，略有鲜爽。
",3753,744,3843,423
[醉悠]茉莉香毫（2016）,7.7,醉悠,福建,花茶>茉莉花茶,https://chaping.chayu.com/tea/2311,2311,2,"此款花茶原料稍粗老，是一款品质中下的茉莉花茶。
汤色黄，茶汤中悬浮较多毫，欠亮。初闻茉莉花香浓郁，但消减迅速，严重浮香，不持久。滋味较浓厚，有粗老味，汤香较显。
整体协调性一般，较耐泡。
",3753,180,3524,747
[雪茶婆 ]六堡熬茶（2016）,7.7,雪茶婆 ,广西,黑茶>六堡茶,https://chaping.chayu.com/tea/3081,3081,2,"选料，口感均粗糙的六堡。
原料粗老，干茶已经出现了明显的”丝瓜瓤”；茶汤喝起来和闻起来皆有明显果酸；茶汤味薄，舌面有不能化开的涩感，生津缓慢。
",3753,249,3373,4143
[春独早]紫阳富硒茶,7.7,春独早,陕西,绿茶>其他,https://chaping.chayu.com/tea/266,266,2,干茶：干茶细嫩，,3753,744,3649,3608
[白韵]极品鼎级白毫银针,7.7,白韵,福建,白茶>白毫银针,https://chaping.chayu.com/tea/274,274,2,干茶：干茶芽头肥硕，白毫披露，具典型白毫银针全芽造型没，稍有细碎茶芽及老叶。汤色：汤色为淡金黄色，澄清较明亮。气味：这款茶香气多变，且长久，无不好的,3753,274,4138,3209
[怡清源]安化黑茶精品茯砖,7.7,怡清源,湖南,黑茶,https://chaping.chayu.com/tea/19,19,2,干茶：干茶用料较为粗老，外形压制平整紧实，色泽黑褐，较,3753,249,3746,2236
[雨林古茶坊]伏羲（2016）,7.7,雨林古茶坊,云南,普洱>熟茶,https://chaping.chayu.com/tea/2835,2835,2,此款茶选料较细嫩，发酵程度较浅，滋味鲜爽略淡薄，汤质干净，口腔中苦味明显，汤色红艳，透亮度逐渐转好，几泡后透度度有明显改善，耐泡性较好，叶底柔软有光泽，呈现黄褐色，较为匀整。,3753,799,2591,3059
[鹏龙]黄枝香,7.7,鹏龙,广东,乌龙>单丛,https://chaping.chayu.com/tea/788,788,2,干茶外形条索较紧结，色泽黑带黄红，欠油,3753,531,2591,2850
[华莱健]华莱健 天尖(2011),7.7,华莱健,湖南,黑茶>其他,https://chaping.chayu.com/tea/1300,1300,2,"一款工艺有明显缺陷的黑茶。
该款茶的香气较好，陈香带有清凉感，高扬也较持久。滋味有一定厚度，入口顺滑、甜，但是有明显的味破坏了整体的协调感，略有。不推荐饮用。",3753,249,3649,2884
[九州树叶]九州树叶 红茶,7.7,九州树叶,湖北,红茶>其它,https://chaping.chayu.com/tea/1054,1054,2,一款各方面有欠缺的红茶，有,3753,671,3373,3472
[佳西娜]宜红,7.7,佳西娜,湖北,红茶>其他,https://chaping.chayu.com/tea/288,288,2,干茶：条索紧细，有金毫，略有,3753,671,3175,3675
[日春]3A音王铁观音,7.7,日春,福建,乌龙>安溪铁观音,https://chaping.chayu.com/tea/544,544,2,干茶：外形是典型安溪,3753,531,2938,2072
[东湖]蓝玫瑰坦洋工夫红茶,7.7,东湖,福建,红茶,https://chaping.chayu.com/tea/547,547,2,干茶：条索较紧细，乌较,3753,671,3843,3409
[崂乡]崂山红(2016),7.7,崂乡,山东,红茶>其他,https://chaping.chayu.com/tea/2596,2596,2,"一款发酵偏轻，总体品质较差的红茶，不推荐购买。
香气带高火香以及发酵的青味，不愉悦，滋味平淡，青涩味明显，化开慢，生津不明显，品质毫无亮点。
总体协调性一般，耐冲泡度正常。",3753,671,3524,1056
[天露藏茶]雅细 稀藏（2014）,7.7,天露藏茶,四川,黑茶>藏茶,https://chaping.chayu.com/tea/806,806,2,干茶：干茶压制，紧实表面乌黑油,3753,249,3524,2495
[中茶]金花熟砖（2015）,7.7,中茶,湖南,普洱>熟茶,https://chaping.chayu.com/tea/3622,3622,2,"原料粗老，带明显粗老问题的熟普。
香气带陈气和不明显菌香、粗老气;
茶汤滋味淡薄，稍带稠感，轻微甜感，涩感更加突出，饮后喉咙有堵住的不舒服感；
",3753,799,3373,648
[宁红]陈年宁红茶（2007）,7.7,宁红,江西,红茶>其他,https://chaping.chayu.com/tea/2088,2088,2,这款茶外形是正常的大宗红茶，略陈。内质较差，存放过程中问题较多，茶叶香气近无，陈味和霉味较明显，滋味淡薄平和，无特点。,3753,671,2938,4066
[中茶]云南普洱茶砖(纪念中茶商标注册55周年)2012,7.7,中茶,云南,普洱>生茶,https://chaping.chayu.com/tea/46,46,2,"干茶：干茶外形较紧实，色泽较，有毫，较碎。汤色：共五泡汤色几乎没有什么变化，均为橙红明亮。气味：香气为陈香，但无特殊的良好香气,持久性好。滋味：滋味较醇厚顺滑，较耐泡。：柔软油，含梗量适中，较，有碎茶。",3753,799,3746,2898
[帕卡]玫瑰香型云南红茶,7.7,帕卡,云南,红茶>滇红,https://chaping.chayu.com/tea/304,304,2,干茶：干茶条索紧结,3753,671,3175,3858
[宜牌]湖北宜昌红茶,7.7,宜牌,湖北,红茶,https://chaping.chayu.com/tea/560,560,2,干茶：条索较紧细，乌较,3753,671,3843,3380
[艺福堂]黄山毛峰,7.7,艺福堂,安徽,绿茶>其他,https://chaping.chayu.com/tea/52,52,2,干茶：芽头尚,3753,744,3373,4182
2014·漫撒·李哥·生普,7.7,,云南,普洱>生茶,https://chaping.chayu.com/tea/820,820,2,干茶：条索完整呈自然形态、,3753,799,4229,3867
[禧和茶圃]太平猴魁,7.7,禧和茶圃,安徽,绿茶>太平猴魁,https://chaping.chayu.com/tea/1588,1588,2,"这是一款选料较为粗糙、工艺比较粗劣的机制茶。
该款产品干茶叶片极薄，外形条索扁平粗长，两头较钝，叶片间粘连现象严重，色泽苍翠偏黄。香气清香显。茶汤入口清爽，滋味单薄，略显粗",3753,744,3175,2554
[隽永天香]豆蔻天香,7.7,隽永天香,福建,红茶>其他,https://chaping.chayu.com/tea/309,309,2,干茶：条索是典型功夫红茶的外形，稍带金毫 ，乌黑油,3753,671,4173,4105
[新宏]新宏牌安溪铁观音,7.7,新宏,福建,乌龙>安溪铁观音,https://chaping.chayu.com/tea/565,565,2,干茶：色泽碧绿带翠，紧结,3753,531,3524,3811
[雅债]24號花香水仙（2014）,7.7,雅债,福建,乌龙>水仙,https://chaping.chayu.com/tea/3381,3381,2,"这是一款香气和滋味都较差的水仙。
茶叶有较重的花果香，也有较不协调的青味和火味，汤能入香但持久度低；茶汤厚度较一般，且酸味较明显化不开，涩味明显从入口至尾水都化不开，喉咙一直有干涩的不舒适感，不协调、不耐泡。
",3753,531,3373,1078
[吉顺号]蜜香普洱生饼茶2008珍藏版,7.7,吉顺号,云南,普洱>生茶,https://chaping.chayu.com/tea/566,566,2,干茶：饼状压制茶，松紧度适中，色泽黑褐，缺乏油度，原料较嫩。汤色：汤色杏黄明亮，且持久度较好。气味：香气主要为生茶的正宗晒青香气，持久性一般。滋味：滋味甜醇，厚度一般，开始有苦味和淡淡的味，但是后来味降低，滋味有着较好的变化性，回甘缓慢。：呈现青黄色，大小不匀，从手感知用料较为细嫩 ，但含有烧焦的黑色的小碎末，加工上有欠缺。,3753,799,3843,4048
[八马]品韵碧螺春,7.7,八马,浙江,绿茶>其他,https://chaping.chayu.com/tea/56,56,2,干茶：条索紧结，卷曲，有峰苗，,3753,744,3373,2828
[李记谷庄]谷庄普洱金瓜生茶,7.7,李记谷庄,云南,普洱>生茶,https://chaping.chayu.com/tea/62,62,2,干茶：金瓜造型明显，里外用料一致。有明显白毫。汤色：茶色金黄明亮。气味：香气为典型晒青茶香气，混合有花气。滋味：滋味偏淡薄，苦,3753,799,3524,3363
[叶礼茶叶]金骏眉（2016）,7.7,叶礼茶叶,福建,红茶>金骏眉,https://chaping.chayu.com/tea/3139,3139,2,"这款红茶没好的外表，也无优秀的内质。
干茶匀整性差，碎茶明显。香气带有焦味，茶汤淡薄，入口甜，有回甘生津。整体口感很普通。",3753,671,3524,568
[正山堂]元正红茶,7.7,正山堂,福建,红茶>其他,https://chaping.chayu.com/tea/325,325,2,干茶：碎茶形，外形紧卷有,3753,671,4352,3606
[小熙茶堂]老挝古树红茶 ,7.7,小熙茶堂,国外,红茶>滇红,https://chaping.chayu.com/tea/839,839,2,干茶干茶条索粗老欠紧结，色泽棕褐尚油，金毫显露，略显花杂，度一般。汤色金黄至橙红，尚明亮。香气香气为松烟香、蜜香，略显低闷。茶汤略显苦，滋味收敛性强，有蜜香，香气在口腔中能停留较长时间，但茶汤稍显淡薄，似略轻，不耐冲泡。：叶片肥厚尚柔软，色泽红明欠均匀，梗较多，较粗大。,3753,671,3649,2628
[普香泉]云南乔木银毫饼（2013）,7.7,普香泉,云南,普洱>生茶,https://chaping.chayu.com/tea/591,591,2,干茶：条索松散，肥硕,3753,799,3373,3945
[八马]18渡浓香铁观音袋泡茶,7.7,八马,福建,袋泡>袋泡茶,https://chaping.chayu.com/tea/80,80,2,干茶：包装精美，内外袋标签本白棉线齐全滤袋优质，清洁无异味，封口完整，造型为三角立体茶包，网眼分布均匀，大小一致，防潮性好，文字清晰。汤色：茶汤黄亮清澈，有原茶汤色。气味：香气浓郁花果香，较为持久。滋味：滋味甜醇，回甘明显，但不耐冲泡。：滤袋完整，不脱线，过滤性好，无茶渣溢出。,3753,132,3175,1950
[困鹿山]云南普洱生茶（2013）,7.7,困鹿山,云南,普洱>生茶,https://chaping.chayu.com/tea/592,592,2,干茶：干茶外形符合规格要求，松紧度较适中，尚壮结，有毫，尚,3753,799,2938,3712
[龙汲堂]特制大红袍（2016）,7.7,龙汲堂,福建,乌龙>武夷山大红袍,https://chaping.chayu.com/tea/3152,3152,2,此茶干茶条索较紧结，色泽乌褐稍灰；拣剔工作不到位，茶叶中有茎梗、老叶。香气高火香中透着陈气，疑为加工不当。滋味较醇不耐泡。茶叶整体缺乏大红袍典型特征。,3753,531,3373,1616
[英菲尼]圣诞花,7.7,英菲尼,国外,红茶>其他,https://chaping.chayu.com/tea/1361,1361,2,"这款茶汤色前几泡红艳诱人，但是变化较快，滋味清甜为主。耐泡度不够。这款茶汤色和滋味尚佳。适合日常品饮。
",3753,671,2591,4231
[齐农]国礼茶,7.7,齐农,安徽,绿茶>太平猴魁,https://chaping.chayu.com/tea/339,339,2,干茶：符合该款茶应有外形。洁净。片状，扁平，翠绿，,3753,744,4209,2976
